위반장소명,count
신기동 211-1 ,55
신기동 211-11 ,1
신기동 23 ,1
신기동 23-1 ,10
신기동 233-1,9
신기동 25-18 ,4
신기동 262-1 ,103
신기동 265 ,54
신기동 265-4 ,1
신기동 265-5 ,6
신기동 265-9 ,5
신기동 268-5 ,64
신기동 268-9 ,11
신기동 274-10 ,1
신기동 274-8 ,1
신기동 28-1 ,5
신기동 28-4 ,16
신기동 28-6 ,1
신기동 289 ,25
신기동 29-1 ,5
신기동 296 ,4
신기동 296-2 ,28
신기동 30-2 ,4
신기동 322-20 ,4
신기동 35-12 ,1
신기동 35-4 ,4
신기동 41-2 ,5
신기동 41-3 ,3
신기동 43-5 ,1
신기동 44-3 ,10
신기동 44-5 ,7
신기동 47-9 ,1
신기동 538-9 ,1
신기동 541-6 ,1
신기동 547-9 ,12
신기동 549,2
신기동 554 ,36
신기동 555 ,150
신기동 556 ,34
신기동 557 ,153
신기동 557-1 ,9
신기동 558 ,18
신기동 560 ,6
신기동 560-1 ,6
신기동 563 ,12
신기동 563-3 ,1
신기동 563-4 ,16
신기동 565-4 ,2
신기동 567-4 ,1
신기동 573 ,2
신기동 576 ,36
신기동 576-1 ,2
신기동 578 ,63
신기동 580,1
신기동 580 ,145
신기동 583 ,40
신기동 583-9 ,19
신기동 585 ,5
신기동 585-9 ,4
신기동 587 ,5
신기동 587-9 ,6
신기동 589 ,5
신기동 589  ,1
신기동 589-3 ,3
신기동 591 ,17
신기동 591-5 ,1
신기동 81-5 ,1
신기동 반야월로 114,1
신기동 반야월로 137-1,1
신기동 반야월로 158,33
신기동 반야월로 185-3,1
신기동 안심로 159,1
신기동 율하동로20길 31,1
신기동 율하동로24길 14,1
신기동 율하동로24길 37,3
신기동 율하동로24길 47-,2
신기동 율하동로24길 47-1,1
신덕로,34
신무동 314-3 ,1
신서동 1031-5 ,1
신서동 1032-23 ,1
신서동 1036-5 ,1
신서동 1098-23 ,6
신서동 1121-6 ,1
신서동 1135-14,7
신서동 1135-14 ,10
신서동 1138-1 ,6
신서동 1142 ,6
신서동 1143 ,1
신서동 1143-1 ,1
신서동 1147 ,9
신서동 1147-1 ,4
신서동 1147-2 ,1
신서동 1147-3 ,4
신서동 1147-4 ,2
신서동 1147-5 ,1
신서동 1147-6 ,3
신서동 1148 ,14
신서동 1148-1 ,5
신서동 1148-2 ,5
신서동 1148-3 ,1
신서동 1148-4 ,7
신서동 1149,1
신서동 1149 ,38
신서동 1149-1 ,16
신서동 1149-3 ,4
신서동 1149-5 ,1
신서동 1149-6 ,9
신서동 1150,128
신서동 1151-2 ,2
신서동 1151-4 ,1
신서동 1152-1 ,3
신서동 1154-3 ,1
신서동 1154-5 ,1
신서동 1155-6 ,1
신서동 1156-4 ,1
신서동 1161-3,1
신서동 1161-4 ,1
신서동 1166 ,1
신서동 1166-3 ,1
신서동 1168-1 ,2
신서동 1170 ,2
신서동 1171 ,1
신서동 1179 ,1
신서동 1185 ,3
신서동 1187 ,9
신서동 1188 ,3
신서동 1189 ,43
신서동 1190 ,14
신서동 1191 ,1
신서동 448-2 ,1
신서동 455-3 ,3
신서동 456-4 ,1
신서동 488 ,1
신서동 495 ,1
신서동 497-1 ,1
신서동 513-28 ,3
신서동 513-34 ,4
신서동 516-17 ,1
신서동 520-20 ,1
신서동 522-6 ,2
신서동 523-3,1
신서동 525-1,12
신서동 525-13 ,48
신서동 525-15 ,31
신서동 525-25 ,6
신서동 525-29 ,29
신서동 525-3,7
신서동 525-3 ,52
신서동 525-31 ,2
신서동 525-4,6
신서동 525-4 ,2
신서동 528-4 ,2
신서동 529 ,2
신서동 530-1 ,1
신서동 530-4 ,6
신서동 530-6 ,16
신서동 531,1
신서동 531 ,11
신서동 534-3 ,4
신서동 534-5 ,1
신서동 535-1 ,21
신서동 535-15 ,1
신서동 535-2 ,1
신서동 535-5 ,3
신서동 535-9 ,15
신서동 538-1 ,2
신서동 540 ,1
신서동 544 ,1
신서동 544-2 ,1
신서동 548-3 ,1
신서동 548-5 ,11
신서동 550-3 ,1
신서동 551-3 ,5
신서동 551-4  ,1
신서동 552-1 ,2
신서동 552-11 ,1
신서동 552-12 ,6
신서동 552-7 ,4
신서동 552-9 ,2
신서동 554-2 ,24
신서동 556 ,1
신서동 556-8 ,9
신서동 557-2 ,7
신서동 557-3 ,2
신서동 557-7 ,12
신서동 562 ,1
신서동 563 ,1
신서동 570-2 ,1
신서동 572-10 ,1
신서동 574 ,10
신서동 577-7 ,4
신서동 584 ,8
신서동 585-29 ,1
신서동 586 ,3
신서동 621-1 ,1
신서동 621-17 ,2
신서동 621-4 ,1
신서동 621-5 ,1
신서동 621-7 ,1
신서동 621-8 ,1
신서동 623-15 ,1
신서동 624-22 ,75
신서동 625-29 ,6
신서동 625-8 ,2
신서동 626-13 ,1
신서동 626-22 ,22
신서동 626-31 ,1
신서동 626-38 ,1
신서동 684-4 ,1
신서동 695 ,4
신서동 713,1
신서동 713 ,10
신서동 713-3 ,11
신서동 755 ,12
신서동 757 ,4
신서동 769-1 ,2
신서동 808 ,1
신서동 809-1 ,1
신서동 809-10 ,12
신서동 809-12 ,2
신서동 811-8 ,1
신서동 813 ,1
신서동 815-5 ,1
신서동 823-102,2
신서동 823-140 ,1
신서동 823-15 ,1
신서동 823-152 ,3
신서동 823-158 ,1
신서동 823-29 ,21
신서동 823-52,1
신서동 823-6 ,5
신서동 823-7 ,5
신서동 824 ,5
신서동 831 ,54
신서동 831-1 ,3
신서동 832,3
신서동 834-3 ,1
신서동 834-4 ,1
신서동 834-5 ,2
신서동 845-4 ,1
신서동 859-11 ,1
신서동 859-12,1
신서동 859-12 ,12
신서동 859-2 ,1
신서동 870 ,3
신서동 881,1
신서동 881 ,1
신서동 883-3 ,12
신서동 884-18 ,5
신서동 884-21 ,1
신서동 884-25 ,6
신서동 884-5 ,6
신서동 884-6 ,15
신서동 884-8 ,5
신서동 885-2,1
신서동 888 ,2
신서동 동호로 88,1
신서동 동호로 98,4
신서동 동호로5길 2,2
신서동 반야월로 305,1
신서동 신서로 50,4
신서동 안심로 363,64
신서동1149,1
신서동1190,1
신서동534-2,1
신서동580-10,1
신서로,85
신성로,191
신성초등학교,9
신성초등학교 ,3
신세계백화점 ,166
신세계백화점 ,654
신숭겸길,10
신암 북로오거리,67
신암2동우체국 ,257
신암공원 ,124
신암남로,279
신암남로11길,1
신암남로15길,7
신암남로23길,40
신암남로24길,201
신암남로24길 90,6
신암남로27길,39
신암남로5길,20
신암도 664-18 ,1
신암동  350-4 ,1
신암동  676-22 ,1
신암동 106-17,4
신암동 106-48 ,1
신암동 106-54 ,1
신암동 106-66,4
신암동 113-26 ,1
신암동 118-8 ,18
신암동 1186-2 ,1
신암동 1194-3 ,2
신암동 1195-7,1
신암동 1195-7 ,1
신암동 1286-2 ,1
신암동 1286-20 ,1
신암동 1286-4 ,1
신암동 1286-9 ,1
신암동 1289-2 ,1
신암동 1289-23 ,1
신암동 129-98,12
신암동 1293-3 ,2
신암동 1295-5 ,1
신암동 1298-36 ,1
신암동 13-5,3
신암동 132-2 ,6
신암동 133 ,1
신암동 133-113,2
신암동 133-118 ,1
신암동 133-169,18
신암동 1332-12 ,103
신암동 1333-9 ,2
신암동 134-216,1
신암동 134-63,2
신암동 134-7 ,1
신암동 134-87 ,1
신암동 1343-4,4
신암동 1347-3,1
신암동 136-174 ,1
신암동 1360,5
신암동 139-75 ,1
신암동 1479 ,2
신암동 1503 ,27
신암동 1510 ,3
신암동 1550 ,1
신암동 1607-1,1
신암동 1620 ,16
신암동 164-2 ,4
신암동 166-23 ,1
신암동 166-7,1
신암동 166-8 ,1
신암동 168-1 ,7
신암동 168-3 ,1
신암동 169-1 ,14
신암동 169-4 ,1
신암동 169-5 ,12
신암동 170-14 ,1
신암동 170-16 ,4
신암동 170-4 ,3
신암동 174-1 ,31
신암동 174-2 ,1
신암동 175-19 ,1
신암동 177-10 ,2
신암동 177-17 ,1
신암동 177-28 ,21
신암동 177-4 ,10
신암동 18-2,2
신암동 180-13,1
신암동 1810-15 ,4
신암동 1810-16 ,26
신암동 1810-18 ,1
신암동 183-11 ,3
신암동 183-13 ,2
신암동 1836,26
신암동 1838,4
신암동 184-35 ,1
신암동 184-40 ,5
신암동 1842 ,1
신암동 1846 ,2
신암동 1850 ,1
신암동 1881 ,8
신암동 192-13 ,4
신암동 194-30 ,1
신암동 201-1 ,86
신암동 203-8 ,1
신암동 204-9 ,1
신암동 207-12 ,2
신암동 207-14 ,1
신암동 207-25 ,51
신암동 207-31 ,4
신암동 209-51 ,1
신암동 210-1 ,3
신암동 214-1 ,7
신암동 214-11,1
신암동 214-11 ,9
신암동 214-12 ,1
신암동 214-14 ,2
신암동 214-2 ,1
신암동 214-4 ,6
신암동 215-5 ,2
신암동 215-7 ,10
신암동 216-16 ,10
신암동 218-1 ,2
신암동 219-4 ,6
신암동 219-6,1
신암동 219-6 ,22
신암동 221-16 ,2
신암동 224-15 ,1
신암동 225-14 ,104
신암동 229-24 ,3
신암동 229-25 ,4
신암동 230-1 ,1
신암동 230-23 ,35
신암동 231-1 ,1
신암동 232-3 ,2
신암동 233-9 ,2
신암동 242-37,29
신암동 248-12,1
신암동 248-12 ,24
신암동 249-1 ,3
신암동 249-12,1
신암동 249-12 ,2
신암동 249-14 ,14
신암동 249-16 ,3
신암동 249-3 ,1
신암동 249-5 ,44
신암동 25-3 ,40
신암동 250-1 ,1
신암동 255-14 ,2
신암동 257-1 ,57
신암동 258-1 ,80
신암동 258-12 ,1
신암동 258-13 ,178
신암동 258-17 ,11
신암동 258-4 ,3
신암동 259-16,1
신암동 259-16 ,19
신암동 259-17 ,1
신암동 259-18 ,1
신암동 259-31 ,1
신암동 259-33 ,1
신암동 259-35 ,2
신암동 259-42 ,7
신암동 259-44 ,1
신암동 259-47 ,1
신암동 259-6 ,18
신암동 276-10 ,1
신암동 276-2 ,15
신암동 276-23 ,1
신암동 276-4 ,2
신암동 277-11 ,1
신암동 28 ,5
신암동 283-10,2
신암동 283-10 ,202
신암동 283-33 ,7
신암동 283-36 ,9
신암동 283-5 ,1
신암동 283-6 ,2
신암동 284-40 ,1
신암동 285-2 ,1
신암동 287-1 ,13
신암동 287-4 ,2
신암동 288-11 ,2
신암동 288-4 ,4
신암동 289-7 ,3
신암동 289-8 ,8
신암동 289-9,1
신암동 289-9 ,11
신암동 290-1 ,2
신암동 290-10 ,1
신암동 302-3 ,6
신암동 302-5,8
신암동 303-1 ,1
신암동 331-14 ,5
신암동 331-20 ,5
신암동 331-7 ,4
신암동 332-10 ,9
신암동 332-8 ,4
신암동 335-3,2
신암동 335-3 ,8
신암동 335-6 ,1
신암동 337-1 ,2
신암동 337-9 ,3
신암동 340-1 ,1
신암동 340-3 ,5
신암동 340-4 ,10
신암동 342-1 ,18
신암동 342-10 ,2
신암동 342-12 ,1
신암동 345-11 ,5
신암동 345-8 ,2
신암동 346-11 ,6
신암동 348-1 ,3
신암동 348-2 ,1
신암동 349-1 ,7
신암동 349-2 ,1
신암동 349-4 ,3
신암동 349-7 ,1
신암동 349-8 ,1
신암동 349-9 ,1
신암동 350-1 ,2
신암동 350-4 ,43
신암동 36-1 ,1
신암동 364-14 ,4
신암동 364-14  ,1
신암동 366,16
신암동 368,105
신암동 373-1 ,2
신암동 374,50
신암동 38-2 ,2
신암동 45-2 ,2
신암동 460-23 ,14
신암동 461-20 ,2
신암동 461-48 ,1
신암동 461-52 ,7
신암동 463-4 ,1
신암동 471 ,4
신암동 471-15 ,9
신암동 471-9 ,55
신암동 472- 33 ,1
신암동 472-15 ,1
신암동 472-3,1
신암동 472-3 ,1
신암동 472-33 ,393
신암동 472-8 ,1
신암동 480-13 ,12
신암동 484-9 ,2
신암동 485-1 ,1
신암동 485-17 ,3
신암동 485-2 ,2
신암동 485-24 ,6
신암동 485-8 ,1
신암동 485-9 ,1
신암동 486-1 ,2
신암동 486-9 ,1
신암동 487 ,10
신암동 493-14 ,2
신암동 498-3 ,1
신암동 498-7 ,7
신암동 499-12 ,1
신암동 54-139 ,26
신암동 575 ,1
신암동 575-28 ,1
신암동 575-30 ,1
신암동 576-10 ,2
신암동 576-31 ,1
신암동 588-45 ,2
신암동 590-1 ,2
신암동 592-2 ,1
신암동 594-2 ,1
신암동 603-126,2
신암동 603-126 ,1
신암동 603-341,55
신암동 607-14 ,239
신암동 612-7,10
신암동 620-16 ,40
신암동 622 ,41
신암동 625-118 ,1
신암동 642-16 ,1
신암동 643-10 ,4
신암동 645-1 ,9
신암동 645-10 ,4
신암동 645-4 ,7
신암동 645-43 ,1
신암동 645-9 ,3
신암동 647 ,2
신암동 647-50 ,2
신암동 647-86 ,1
신암동 648-1 ,3
신암동 648-16 ,3
신암동 648-4 ,2
신암동 648-6 ,2
신암동 651-37 ,7
신암동 651-38 ,3
신암동 651-8 ,1
신암동 652-15 ,3
신암동 652-16 ,3
신암동 652-32 ,1
신암동 652-33 ,32
신암동 652-4 ,15
신암동 664-18 ,153
신암동 672-33 ,1
신암동 674-20 ,2
신암동 676-1 ,20
신암동 676-11 ,32
신암동 676-19 ,5
신암동 681-6 ,14
신암동 688-11 ,1
신암동 703-44 ,14
신암동 703-48 ,1
신암동 704-7 ,1
신암동 705-12 ,1
신암동 705-7 ,1
신암동 708 ,4
신암동 708-148 ,4
신암동 708-18 ,144
신암동 708-53 ,1
신암동 708-64 ,1
신암동 708-71,1
신암동 708-71 ,21
신암동 708-77 ,2
신암동 709-6 ,1
신암동 712-15,2
신암동 712-15 ,114
신암동 714-3 ,2
신암동 716-87 ,7
신암동 717-69,1
신암동 717-69 ,7
신암동 722-17 ,2
신암동 722-272 ,15
신암동 722-293,1
신암동 722-293 ,8
신암동 722-36 ,10
신암동 760-3 ,1
신암동 760-5 ,2
신암동 760-7 ,9
신암동 777-17 ,1
신암동 779-8 ,3
신암동 784-4 ,1
신암동 788-1 ,1
신암동 795-9 ,1
신암동 803-7 ,1
신암동 804-5 ,1
신암동 806-3 ,6
신암동 81-1 ,168
신암동 816-3 ,1
신암동 817-3 ,1
신암동 821-1 ,19
신암동 821-13 ,21
신암동 823-6 ,2
신암동 831-9 ,1
신암동 98-14 ,1
신암동 경대로 112-2,1
신암동 경대로 32-5,1
신암동 대현로 118-1,1
신암동 대현로 135,2
신암동 동대구로 550,12
신암동 동대구로 571-1,2
신암동 동대구로 597,75
신암동 동북로 394-2,6
신암동 동북로 440,17
신암동 송라로,18
신암동 신성로,4
신암동 신암남로 165-4,3
신암동 신암남로 169,122
신암동 신암남로 174,6
신암동 신암남로 179,1
신암동 신암로,1
신암동 신암로 100,2
신암동 신암로 66,13
신암동 신암로 86-5,2
신암동 신암북로7길 84,1
신암동 아양로,1
신암동 아양로 150,1
신암동 아양로 160,1
신암동 아양로 193,10
신암동 아양로 22,23
신암동 아양로 221,1
신암동 아양로 245,3
신암동 아양로 37-4,17
신암동 아양로 68,5
신암동 아양로 77-9,1
신암동 아양로 99,1
신암동 아양로27길 7,1
신암동 아양로27길 7-11,2
신암동 아양로34길 2,1
신암동 아양로34길 25,2
신암동 아양로7길 12,1
신암동 아양로8길 22-1,14
신암동 아양로8길 6,1
신암동 아양로9길 6-5,47
신암뜨란채,179
신암로,7
신암로12길,4
신암로16길,76
신암로16길 17,3
신암로18길,60
신암로20길,9
신암북로,96
신암북로11길,14
신일해피트리,25
신일해피트리,19
신창건축 ,2
신천3동주민센터,10
신천동  101-5 ,1
신천동 100 ,91
신천동 100  ,1
신천동 101-16 ,1
신천동 101-2 ,1
신천동 101-4 ,2
신천동 101-5 ,60
신천동 102 ,53
신천동 1023 ,1
신천동 107-2 ,21
신천동 108-3 ,2
신천동 109-2 ,1
신천동 109-3 ,2
신천동 110-2 ,1
신천동 110-7 ,4
신천동 111 ,6
신천동 113-1 ,1
신천동 113-4 ,2
신천동 118-1 ,1
신천동 118-2 ,1
신천동 118-6 ,1
신천동 123-1 ,2
신천동 125-1 ,1
신천동 126-1 ,1
신천동 126-4 ,1
신천동 127-1 ,2
신천동 1279-126 ,1
신천동 1279-150,1
신천동 1279-150 ,22
신천동 1279-160 ,1
신천동 1282 ,1
신천동 1291-70 ,1
신천동 1291-75 ,4
신천동 1307-44 ,7
신천동 1307-46 ,8
신천동 137-4 ,1
신천동 139-1 ,3
신천동 139-10 ,2
신천동 139-3 ,3
신천동 139-8 ,1
신천동 141-1 ,1
신천동 143-2 ,1
신천동 146-1 ,1
신천동 147-1 ,2
신천동 147-8,2
신천동 148-4 ,1
신천동 148-7 ,1
신천동 149-12 ,1
신천동 149-16 ,1
신천동 149-18 ,1
신천동 149-2 ,1
신천동 149-3 ,2
신천동 149-31 ,16
신천동 149-34 ,1
신천동 149-36 ,1
신천동 149-39 ,1
신천동 149-41 ,6
신천동 150-15 ,4
신천동 150-5 ,1
신천동 1503 ,18
신천동 1505 ,20
신천동 1506 ,22
신천동 1506-2 ,33
신천동 1506-2 부,1
신천동 1507 ,12
신천동 1507-2 ,2
신천동 1507-3 ,1
신천동 1508 ,89
신천동 151-1 ,5
신천동 151-2 ,8
신천동 1511 ,267
신천동 1512,7
신천동 1512 ,1971
신천동 1512 부,1
신천동 1513 ,239
신천동 1514 ,17
신천동 1517,1
신천동 1517 ,3
신천동 1518 ,19
신천동 152-3 ,3
신천동 155-1 ,3
신천동 155-2 ,4
신천동 156-1 ,6
신천동 156-2 ,1
신천동 156-4 ,2
신천동 157-7 ,2
신천동 160-1 ,10
신천동 166-22 ,1
신천동 17 ,2
신천동 171-1 ,5
신천동 171-15 ,12
신천동 171-2 ,3
신천동 172-2 ,3
신천동 174-1 ,1
신천동 176-1 ,1
신천동 177-2 ,6
신천동 177-9 ,4
신천동 18-3 ,1
신천동 181-1 ,1
신천동 182-1 ,3
신천동 182-3 ,9
신천동 182-5 ,4
신천동 182-8 ,3
신천동 183-14 ,8
신천동 183-26 ,2
신천동 183-8 ,2
신천동 183-9 ,2
신천동 185-1 ,22
신천동 187-14 ,1
신천동 19-4 ,1
신천동 194-17 ,5
신천동 194-18 ,6
신천동 194-3 ,6
신천동 194-30 ,11
신천동 194-33 ,3
신천동 194-45 ,15
신천동 195-1 ,3
신천동 20-4 ,2
신천동 200-1 ,39
신천동 200-9 ,5
신천동 21-1 ,11
신천동 23-1 ,1
신천동 24-3 ,1
신천동 25-2 ,2
신천동 26-13 ,3
신천동 26-2 ,1
신천동 260-3 ,14
신천동 260-4 ,1
신천동 262-28 ,1
신천동 262-29 ,2
신천동 263-13 ,1
신천동 264-54 ,3
신천동 264-56 ,2
신천동 265-30 ,1
신천동 267-8 ,3
신천동 268-11 ,1
신천동 268-12 ,4
신천동 268-3 ,1
신천동 268-4 ,2
신천동 268-7 ,1
신천동 27-1 ,5
신천동 272-13 ,1
신천동 272-8 ,1
신천동 274-2 ,1
신천동 278-47 ,5
신천동 279-7 ,6
신천동 279-8 ,1
신천동 28-9 ,1
신천동 280-2 ,4
신천동 281-16 ,38
신천동 283-1 ,6
신천동 283-4 ,1
신천동 283-6 ,1
신천동 283-9 ,1
신천동 284-18 ,9
신천동 284-19 ,1
신천동 285-1 ,25
신천동 286-2 ,6
신천동 287-2 ,34
신천동 288-1 ,60
신천동 289-2 ,78
신천동 290-1 ,22
신천동 290-2 ,1
신천동 290-9 ,4
신천동 291-8 ,7
신천동 292-1 ,16
신천동 292-6 ,1
신천동 293-1 ,33
신천동 293-11 ,3
신천동 293-2 ,1
신천동 294-2 ,27
신천동 294-3 ,31
신천동 294-4 ,3
신천동 294-5 ,19
신천동 294-7 ,6
신천동 295-3 ,1
신천동 295-4 ,43
신천동 296-2 ,1
신천동 296-4 ,8
신천동 297-1 ,2
신천동 297-11 ,8
신천동 297-6 ,4
신천동 297-7 ,1
신천동 297-8 ,25
신천동 297-9 ,2
신천동 298-1 ,1
신천동 298-2 ,1
신천동 298-4 ,9
신천동 298-5 ,2
신천동 298-6 ,5
신천동 299-2 ,19
신천동 299-4 ,3
신천동 300-15 ,2
신천동 300-2 ,2
신천동 300-4 ,2
신천동 302-1 ,5
신천동 303-1 ,82
신천동 304-6 ,1
신천동 304-7 ,2
신천동 304-8 ,1
신천동 304-9 ,1
신천동 305-2 ,6
신천동 306-6 ,1
신천동 306-8 ,10
신천동 307-3 ,2
신천동 308-1 ,1
신천동 309-4 ,3
신천동 309-5 ,7
신천동 309-7 ,45
신천동 309-8 ,5
신천동 309-8 부,1
신천동 312-4 ,1
신천동 312-8 ,2
신천동 314-16 ,1
신천동 314-3 ,12
신천동 315-1 ,4
신천동 315-2 ,12
신천동 315-4 ,9
신천동 316-1 ,1
신천동 317-2 ,1
신천동 317-8 ,5
신천동 318-2 ,1
신천동 319-9,1
신천동 319-9 ,10
신천동 320-2 ,7
신천동 321-1 ,1
신천동 321-2 ,6
신천동 322-1 ,4
신천동 324 ,4
신천동 325-1 ,53
신천동 325-15 ,1
신천동 325-8 ,31
신천동 325-9 ,1
신천동 326-1 ,67
신천동 326-8 ,5
신천동 327-1 ,11
신천동 327-2 ,1
신천동 327-3 ,12
신천동 327-5 ,3
신천동 327-6 ,2
신천동 328-2 ,13
신천동 330-2 ,13
신천동 330-6 ,24
신천동 330-7 ,35
신천동 331-1 ,175
신천동 331-1  ,1
신천동 332-13 ,1
신천동 332-6 ,1
신천동 333-1 ,69
신천동 333-1 부,1
신천동 333-10 ,1
신천동 333-2 ,2
신천동 333-4 ,9
신천동 333-6 ,1
신천동 333-8 ,1
신천동 334-1 ,4
신천동 334-11 ,1
신천동 334-6 ,14
신천동 335-1 ,1
신천동 335-15 ,2
신천동 335-16 ,1
신천동 336-1 ,3
신천동 336-2 ,4
신천동 337-1 ,36
신천동 337-3 ,1
신천동 338-1 ,1
신천동 338-2 ,51
신천동 338-2  ,3
신천동 338-3 ,5
신천동 339-5 ,4
신천동 340-8 ,5
신천동 341-1 ,32
신천동 341-3 ,2
신천동 341-4 ,4
신천동 343-1 ,9
신천동 344-1 ,5
신천동 346-15 ,3
신천동 346-16 ,1
신천동 346-17 ,4
신천동 348-2 ,6
신천동 348-23 ,1
신천동 348-27 ,1
신천동 348-9 ,2
신천동 349-7 ,2
신천동 350-1 ,43
신천동 350-7 ,18
신천동 351-27 ,5
신천동 351-34 ,4
신천동 351-4 ,3
신천동 355-5 ,1
신천동 356-5 ,6
신천동 356-6 ,1
신천동 364-2 ,1
신천동 365-3 ,1
신천동 367-1 ,29
신천동 368-13 ,10
신천동 368-14 ,23
신천동 369-5 ,9
신천동 369-7 ,12
신천동 370-5 ,1
신천동 372 ,11
신천동 373-1 ,2
신천동 374-6 ,15
신천동 375-10 ,3
신천동 375-3 ,1
신천동 378-10 ,1
신천동 379-4 ,11
신천동 379-5 ,28
신천동 379-6 ,6
신천동 381-1 ,1
신천동 381-3 ,69
신천동 384-1 ,8
신천동 386-2 ,2
신천동 386-3 ,1
신천동 388-15 ,1
신천동 388-2 ,1
신천동 388-4 ,4
신천동 390-1 ,1
신천동 390-6 ,3
신천동 390-7 ,5
신천동 391-1 ,1
신천동 399-1 ,1
신천동 4-41 ,1
신천동 404-3 ,1
신천동 404-6 ,3
신천동 405 ,2
신천동 410-14 ,2
신천동 411-4 ,6
신천동 411-8 ,5
신천동 42-12 ,1
신천동 429-4 ,3
신천동 43-5 ,13
신천동 44-35 ,4
신천동 450 ,10
신천동 457 ,119
신천동 459-13 ,84
신천동 459-22 ,78
신천동 459-3 ,2
신천동 459-5 ,1
신천동 459-7 ,7
신천동 476 ,6
신천동 479 ,12
신천동 480-1 ,53
신천동 480-18 ,3
신천동 480-19 ,2
신천동 480-30 ,1
신천동 480-37 ,1
신천동 480-38 ,3
신천동 480-40 ,2
신천동 480-41 ,2
신천동 480-42 ,12
신천동 480-44 ,1
신천동 481-1 ,6
신천동 481-10 ,1
신천동 481-2 ,5
신천동 481-3 ,15
신천동 482-5,1
신천동 482-5 ,21
신천동 484-1 ,2
신천동 487 ,9
신천동 489-1 ,2
신천동 49-1 ,1
신천동 494 ,2
신천동 497-14 ,1
신천동 497-38 ,4
신천동 497-39 ,2
신천동 497-40 ,22
신천동 497-47 ,1
신천동 499-1 ,168
신천동 501-1 ,5
신천동 501-13 ,1
신천동 502-1 ,2
신천동 502-3 ,3
신천동 503-9 ,3
신천동 512 ,1
신천동 52-6 ,1
신천동 522-1 ,1
신천동 526-1 ,1
신천동 528 ,19
신천동 529 ,5
신천동 530-4 ,1
신천동 537-3 ,1
신천동 537-8,1
신천동 538-15 ,33
신천동 538-3 ,21
신천동 538-50 ,2
신천동 538-52 ,5
신천동 541-6,1
신천동 543-20 ,2
신천동 548-20 ,1
신천동 551-2 ,1
신천동 551-23 ,13
신천동 551-30,1
신천동 551-30 ,24
신천동 551-31 ,22
신천동 551-34 ,15
신천동 551-35 ,11
신천동 556-1 ,5
신천동 556-15 ,1
신천동 557-18 ,2
신천동 557-6 ,3
신천동 56-1 ,2
신천동 566-180 ,5
신천동 566-3 ,1
신천동 596-4 ,1
신천동 60-4 ,67
신천동 600-5 ,16
신천동 604-18,2
신천동 604-18 ,12
신천동 621 ,36
신천동 622 ,21
신천동 623 ,4
신천동 624,34
신천동 624 ,26
신천동 624-2 ,1
신천동 624-3 ,20
신천동 628-28,1
신천동 633 ,4
신천동 64-1 ,2
신천동 642-1 ,4
신천동 645-1 ,15
신천동 65 ,2
신천동 66-1 ,4
신천동 66-3 ,2
신천동 66-4 ,18
신천동 66-5 ,7
신천동 67-3 ,1
신천동 670-6 ,1
신천동 68-1 ,1
신천동 682-75 ,23
신천동 682-9 ,8
신천동 685-14 ,3
신천동 686-13 ,4
신천동 686-21 ,1
